number,city,lat,lng,country,countryCode
2165,Srednekolymsk,67.45,153.71,Russia,RU
2166,Bukachacha,52.9833,116.9166,Russia,RU
2167,Ugolâ€™nyye Kopi,64.7333,177.7,Russia,RU
2168,Krasnogorsk,48.4615,142.09,Russia,RU
2169,Zhigansk,66.7697,123.3711,Russia,RU
2170,Khatanga,72.0411,102.465,Russia,RU
2171,Ustâ€™-Maya,60.4566,134.5433,Russia,RU
2172,Saranpaulâ€™,64.2505,60.97,Russia,RU
2173,SauÃ°Ã¡rkrÃ³kur,65.7464,-19.639,Iceland,IS
2174,Provideniya,64.4235,-173.2258,Russia,RU
2175,ÃsafjÃ¶rÃ°ur,66.0833,-23.15,Iceland,IS
2176,Chokurdakh,70.6183,147.8946,Russia,RU
2177,Severo-Kurilâ€™sk,50.6905,156.085,Russia,RU
2178,EgilsstaÃ°ir,65.2674,-14.395,Iceland,IS
2179,Egvekinot,66.3221,-179.1837,Russia,RU
2180,Evensk,61.95,159.2333,Russia,RU
2181,Kaupanger,61.1833,6.85,Norway,NO
2182,Saskylakh,71.9166,114.0833,Russia,RU
2183,Beringovskiy,63.0655,179.3067,Russia,RU
2184,Novyy Port,67.6983,72.9283,Russia,RU
2185,Borgarnes,64.5695,-21.8623,Iceland,IS
2186,HÃ¶fn,64.2723,-15.2139,Iceland,IS
2187,Ustâ€™-Kuyga,70.0171,135.6,Russia,RU
2188,Elâ€™dikan,60.8,135.1833,Russia,RU
2189,Verkhoyansk,67.5447,133.385,Russia,RU
2190,Chumikan,54.7114,135.3145,Russia,RU
2191,Ayan,56.4542,138.1673,Russia,RU
2192,Lavrentiya,65.5833,-171.025,Russia,RU
2193,Dikson,73.507,80.5451,Russia,RU
2194,Klyuchi,56.3,160.85,Russia,RU
2195,Omolon,65.25,160.5,Russia,RU
2196,Uelen,66.1541,-169.8106,Russia,RU
2197,YerÃ«ma,60.3808,107.7794,Russia,RU
2198,Mikhalkino,69.4244,161.4811,Russia,RU
2199,Sherlovaya Gora,50.5306,116.3006,Russia,RU
2200,Nizhneyansk,71.4333,136.0666,Russia,RU
2201,Korf,60.3321,165.8183,Russia,RU
2202,Shoyna,67.8666,44.1334,Russia,RU
2203,Bugrino,68.8079,49.3042,Russia,RU
2204,Putâ€™ Lenina,68.5166,107.8,Russia,RU
2205,Enurmino,66.95,-171.8166,Russia,RU
2206,Amderma,69.763,61.6677,Russia,RU
2207,Gubkin,51.2743,37.3843,Russia,RU
2208,Vikhorevka,56.0931,101.2427,Russia,RU
2209,Gyda,70.8814,78.4661,Russia,RU
2210,Tiyerbes,64.3761,120.5469,Russia,RU
2211,Yessey,68.4837,102.1666,Russia,RU
2212,Manily,62.55,165.3,Russia,RU
2213,Zhilinda,70.1337,114,Russia,RU
2214,Ustâ€™-OlenÃ«k,72.9978,119.7729,Russia,RU
2215,Logashkino,70.8504,153.9,Russia,RU
2216,Vorontsovo,71.6983,83.5642,Russia,RU
2217,Mukhomornoye,66.4171,173.3333,Russia,RU
2218,Kovda,66.6903,32.8702,Russia,RU
2219,Numto,63.6667,71.3333,Russia,RU
2220,Peregrebnoye,62.967,65.0859,Russia,RU
2221,Larâ€™yak,61.1012,80.2514,Russia,RU
2222,Ulâ€™kan,55.9004,107.7833,Russia,RU
2223,Bolâ€™sheretsk,52.439,156.3594,Russia,RU
2224,Karamken,60.2004,151.1666,Russia,RU
2225,Strelka,61.867,152.2502,Russia,RU
2226,Ustâ€™-Nyukzha,56.5312,121.6131,Russia,RU
2227,Khorgo,73.4833,113.63,Russia,RU
2228,Varnek,69.7301,60.0636,Russia,RU
2229,Indiga,67.6898,49.0166,Russia,RU
2230,Podkamennaya Tunguska,61.5995,90.1236,Russia,RU
2231,Komsa,61.868,89.2577,Russia,RU
2232,Omchak,61.6333,147.9167,Russia,RU
2233,Trofimovsk,72.5997,127.0337,Russia,RU
2234,Sagastyr,73.3779,126.5924,Russia,RU
2235,Utkholok,57.5504,157.2333,Russia,RU
2236,Siglan,59.0337,152.4166,Russia,RU
2237,Pakhachi,60.5816,169.05,Russia,RU
2238,Tunguskhaya,64.9004,125.25,Russia,RU
2239,Chagda,60.1,133.9,Russia,RU
2240,Ilâ€™pyrskiy,59.9674,164.172,Russia,RU
2241,Shalaurova,73.2204,143.1833,Russia,RU
2242,OlenÃ«k,68.525,112.45,Russia,RU
2243,Matochkin Shar,73.27,56.4497,Russia,RU
2244,ZvÃ«zdnyy,70.9566,-179.59,Russia,RU
2245,Agapa,71.4504,89.25,Russia,RU
2246,Starorybnoye,72.7666,104.8,Russia,RU
2247,Menkerya,67.9886,123.3505,Russia,RU
2248,Tukchi,57.367,139.5,Russia,RU
2249,Khakharâ€™,57.6666,135.43,Russia,RU
2250,Zemlya Bunge,74.8983,142.105,Russia,RU
2251,Cheremoshna,51.3894,30.0989,Ukraine,UA
2252,Ambarchik,69.651,162.3336,Russia,RU
2253,Nordvik,74.0165,111.51,Russia,RU
